order_id,customer_id,order_date,status,order_total
71,22,2023-01-30,cancelled,1075.61
72,22,2023-11-23,delivered,855.71
73,22,2023-08-15,delivered,778.77
74,22,2024-01-19,processing,1760.52
75,23,2022-08-07,delivered,236.53
76,24,2024-02-29,delivered,260.22
77,24,2024-04-16,delivered,890.5
78,24,2024-03-05,shipped,170.26
79,25,2023-10-30,cancelled,446.44
80,25,2024-01-12,delivered,1904.93
81,25,2024-02-10,cancelled,389.37
82,25,2024-01-29,returned,1830.37
83,25,2024-02-03,delivered,597.64
84,26,2023-10-28,delivered,2140.5
85,26,2023-09-09,delivered,623.16
86,26,2023-05-17,delivered,168.66
87,26,2023-05-06,delivered,1166.69
88,26,2023-12-07,delivered,789.08
89,26,2024-04-29,delivered,6.92
90,26,2024-03-28,delivered,1175.54
91,26,2023-12-09,delivered,2637.25
92,26,2024-01-23,delivered,2381.23
93,27,2024-06-16,shipped,967.75
94,27,2024-06-10,delivered,853.34
95,27,2024-06-27,delivered,2973.71
96,28,2023-08-29,delivered,674.61
97,28,2024-03-09,delivered,1159.27
98,29,2024-02-20,delivered,247.18
99,31,2023-01-24,delivered,500.44
100,31,2023-06-25,delivered,3162.56
101,31,2023-03-01,delivered,566.29
102,31,2023-07-07,delivered,1253.99
103,31,2023-08-09,delivered,517.25
104,31,2023-03-09,shipped,284.26
105,32,2023-06-20,delivered,793.28
106,32,2022-11-02,delivered,30.03
107,32,2024-05-03,delivered,104.97
108,32,2022-10-19,delivered,1354.71
109,32,2023-07-02,processing,3838.87
110,32,2023-02-27,delivered,85.42
111,32,2023-04-26,delivered,445.0
112,32,2023-04-01,shipped,120.11
113,32,2024-06-15,delivered,1906.63
114,32,2023-10-23,delivered,355.48
115,32,2022-07-21,delivered,418.22
116,32,2024-02-28,delivered,2187.26
117,33,2023-06-12,delivered,1037.29
118,33,2022-06-15,delivered,342.69
119,34,2023-10-06,delivered,3007.97
120,34,2023-04-17,shipped,465.19
121,34,2023-11-19,delivered,43.61
122,34,2023-08-16,cancelled,1425.62
123,34,2023-03-14,delivered,229.32
124,34,2024-01-07,delivered,1321.24
125,34,2023-06-07,delivered,1012.85
126,35,2024-04-30,delivered,1010.63
127,35,2024-06-05,delivered,152.43
128,35,2023-12-14,shipped,32.2
129,35,2023-12-30,delivered,3433.92
130,35,2023-10-23,delivered,2079.32
131,35,2024-02-15,delivered,195.79
132,35,2024-05-19,cancelled,26.54
133,36,2022-05-22,delivered,661.37
134,37,2023-11-05,delivered,618.79
135,38,2024-04-13,delivered,657.82
136,39,2023-10-18,delivered,87.27
137,39,2022-12-10,delivered,1362.24
138,40,2023-06-23,delivered,1228.15
139,40,2023-05-08,delivered,1725.96
140,40,2023-04-14,delivered,901.91
141,40,2023-10-14,delivered,216.07
142,41,2022-07-25,delivered,179.67
143,42,2023-10-20,shipped,910.18
144,42,2024-05-16,delivered,1408.84
145,43,2023-06-15,shipped,796.72
146,43,2024-04-10,delivered,12.86
147,44,2023-05-23,delivered,436.06
148,44,2023-06-12,delivered,2357.42
149,44,2024-06-13,delivered,276.22
150,45,2023-06-24,delivered,1236.92
151,45,2022-03-22,delivered,1760.3
152,45,2024-01-05,delivered,563.22
153,45,2023-06-12,delivered,527.15
154,46,2024-05-16,shipped,4063.49
155,47,2023-02-18,shipped,236.2
156,47,2023-04-25,delivered,1689.83
157,47,2024-05-09,shipped,493.29
158,49,2023-11-05,delivered,1632.92
159,49,2023-12-09,delivered,233.22
160,49,2024-02-02,processing,853.56
161,49,2023-12-16,delivered,2011.87
162,50,2024-04-06,delivered,29.79
163,50,2023-10-07,shipped,1208.09
164,50,2024-06-03,cancelled,559.41
165,51,2023-07-28,delivered,1122.87
166,51,2024-01-03,delivered,774.36
167,51,2024-06-30,shipped,1234.49
168,51,2024-02-29,delivered,772.68
169,51,2023-12-28,delivered,780.26
170,51,2024-06-14,delivered,1360.84
171,51,2023-08-05,delivered,9.0
172,52,2023-04-13,delivered,1768.23
173,52,2024-04-17,delivered,689.06
174,52,2023-10-28,delivered,4246.54
175,53,2023-05-19,returned,805.62
176,53,2024-06-16,delivered,852.18
177,53,2024-01-27,delivered,529.23
178,53,2024-06-16,delivered,562.48
179,53,2023-10-05,delivered,969.49
180,53,2022-09-28,delivered,1070.04
181,53,2024-06-12,delivered,1878.9
182,53,2024-03-09,delivered,44.94
183,53,2023-09-14,delivered,933.08
184,53,2023-01-05,delivered,464.66
185,53,2024-04-14,delivered,2674.1
186,53,2023-11-09,shipped,626.19
187,53,2022-09-24,delivered,390.44
188,53,2023-08-08,delivered,1775.51
189,54,2024-06-20,delivered,565.79
190,54,2023-11-07,delivered,148.57
191,55,2024-01-24,processing,158.5
192,55,2023-12-26,delivered,253.53
193,55,2023-10-10,shipped,140.58
194,55,2024-01-13,delivered,1778.5
195,56,2022-07-23,delivered,2427.43
196,57,2023-07-26,delivered,1168.99
197,57,2024-05-05,delivered,456.33
198,57,2023-06-21,delivered,211.77
199,57,2023-09-05,delivered,2157.71
200,57,2023-03-28,shipped,845.91
201,58,2024-05-06,delivered,298.08
202,58,2022-11-24,cancelled,383.98
203,59,2024-01-27,delivered,703.76
204,59,2023-11-21,delivered,3503.4
205,59,2023-11-02,delivered,818.16
206,59,2023-08-28,delivered,238.08
207,59,2024-06-29,delivered,1690.8
208,59,2023-10-11,delivered,2457.91
209,60,2023-10-25,delivered,575.35
210,60,2023-08-01,delivered,2156.34
211,60,2024-01-28,delivered,1553.76
212,60,2023-06-18,returned,387.29
213,61,2024-04-11,shipped,1739.71
214,62,2023-12-30,shipped,1783.36
215,62,2024-02-21,delivered,47.97
216,63,2022-09-28,delivered,651.36
217,63,2023-12-03,shipped,1252.65
218,63,2022-10-24,delivered,830.23
219,63,2024-05-08,delivered,340.3
220,63,2024-02-18,delivered,1473.44
221,63,2022-12-13,delivered,86.14
222,64,2024-03-31,delivered,542.05
223,65,2024-06-04,delivered,50.14
224,65,2023-03-24,processing,2052.17
225,65,2022-12-10,delivered,2394.35
226,65,2023-07-13,delivered,931.48
227,65,2023-01-19,returned,13.2
228,65,2024-02-15,delivered,214.86
229,65,2024-05-08,delivered,11.04
230,65,2023-07-29,processing,498.48
231,66,2024-06-29,delivered,2231.98
232,66,2023-01-01,delivered,319.07
233,66,2024-05-06,delivered,73.22
234,66,2023-04-01,delivered,550.56
235,66,2024-04-25,delivered,453.63
236,66,2024-04-27,delivered,305.23
237,67,2024-01-19,returned,1152.38
238,67,2023-10-29,delivered,343.64
239,67,2024-01-07,returned,513.45
240,68,2023-07-05,delivered,23.51
241,68,2024-06-20,delivered,58.15
242,69,2023-10-09,delivered,1706.52
243,69,2023-08-23,delivered,1808.64
244,69,2023-08-31,delivered,1091.76
245,69,2023-01-30,shipped,947.11
246,69,2023-10-09,cancelled,1006.62
247,71,2023-11-04,shipped,497.04
248,71,2024-04-09,shipped,835.29
249,71,2024-03-07,delivered,286.06
250,72,2023-12-17,delivered,1919.0
251,72,2022-09-13,delivered,829.54
252,72,2023-07-20,delivered,465.03
253,72,2022-10-14,delivered,471.06
254,72,2023-01-15,delivered,426.58
255,72,2024-01-21,delivered,1980.02
256,72,2023-04-07,delivered,638.32
257,72,2022-06-26,shipped,1060.59
258,72,2024-04-08,delivered,1663.19
259,72,2022-08-10,delivered,200.33
260,72,2023-06-07,processing,1062.65
261,72,2023-05-21,shipped,165.76
262,73,2023-07-21,shipped,3645.86
263,73,2022-12-06,delivered,1707.71
264,74,2022-10-29,delivered,1792.98
265,75,2023-07-19,delivered,1117.79
266,75,2023-07-23,cancelled,993.98
267,75,2023-07-07,delivered,1175.96
268,76,2024-03-23,delivered,236.66
269,76,2023-02-09,delivered,518.04
270,76,2023-06-20,delivered,765.22
271,77,2023-09-23,delivered,687.52
272,77,2022-09-26,delivered,474.05
273,79,2023-11-06,delivered,365.94
274,79,2023-10-06,delivered,226.52
275,80,2024-05-01,delivered,4202.86
276,80,2023-06-22,delivered,1406.46
277,80,2023-05-28,processing,794.61
278,80,2023-07-05,delivered,2101.4
279,80,2023-11-21,delivered,135.47
280,80,2023-06-17,shipped,224.01
281,80,2024-01-20,delivered,2489.77
282,80,2024-04-04,delivered,309.2
283,80,2023-12-25,shipped,1055.56
284,80,2023-10-02,delivered,1212.93
285,80,2023-11-09,shipped,811.53
286,80,2023-08-14,delivered,323.69
287,80,2024-04-29,delivered,48.83
288,80,2023-09-18,delivered,795.31
289,81,2024-05-30,returned,2152.97
290,81,2024-06-23,delivered,290.75
291,81,2024-01-14,delivered,79.41
292,81,2024-05-29,delivered,1684.89
293,81,2024-05-25,delivered,155.92
294,81,2024-04-04,delivered,780.54
295,81,2024-05-24,delivered,360.95
296,83,2023-04-01,delivered,662.62
297,83,2023-08-20,processing,194.56
298,83,2023-03-16,delivered,261.08
299,83,2024-06-30,processing,704.07
300,83,2023-06-24,delivered,268.35
301,83,2022-11-02,cancelled,795.54
302,83,2023-10-12,cancelled,809.72
303,83,2023-12-21,cancelled,1141.95
304,84,2024-05-19,delivered,1360.22
305,84,2023-09-03,delivered,842.52
306,84,2024-04-14,delivered,296.97
307,85,2023-12-01,delivered,1833.64
308,85,2024-02-28,delivered,1092.13
309,85,2023-11-29,processing,2650.37
310,85,2023-09-01,delivered,142.41
311,85,2023-04-20,delivered,3443.92
312,85,2023-08-28,processing,1322.42
313,85,2024-01-27,shipped,3021.88
314,85,2023-04-09,delivered,1043.5
315,85,2024-05-26,delivered,1936.2
316,85,2023-10-02,delivered,1341.21
317,86,2023-06-21,shipped,1464.28
318,86,2024-05-14,delivered,269.09
319,86,2023-08-07,delivered,57.59
320,86,2023-06-19,returned,2356.29
321,87,2022-05-17,delivered,1083.23
322,87,2023-05-30,delivered,2777.08
323,87,2022-11-07,delivered,290.85
324,87,2024-02-18,shipped,1811.38
325,87,2023-06-14,delivered,78.36
326,88,2023-02-23,delivered,3345.03
327,88,2023-09-20,delivered,144.96
328,88,2024-05-23,delivered,1312.62
329,88,2024-03-28,shipped,241.84
330,88,2022-11-18,delivered,332.09
331,88,2024-04-04,delivered,1440.43
332,89,2023-11-20,cancelled,87.59
333,90,2023-12-26,returned,264.66
334,90,2024-01-31,delivered,1456.88
335,91,2024-02-14,delivered,955.75
336,91,2023-07-23,delivered,1815.85
337,92,2024-03-12,shipped,1568.42
338,92,2023-10-05,shipped,709.2
339,94,2023-04-13,processing,148.97
340,94,2024-05-29,shipped,504.45
341,94,2023-07-01,shipped,1620.15
342,95,2024-04-21,delivered,709.26
343,95,2023-11-07,delivered,400.91
344,95,2023-10-25,delivered,1254.21
345,95,2023-10-31,processing,1054.05
346,95,2024-04-15,delivered,814.22
347,96,2022-09-07,delivered,1187.72
348,96,2023-09-25,delivered,35.54
349,97,2022-12-26,delivered,2845.14
350,97,2022-10-05,processing,409.44
351,97,2023-11-17,delivered,282.3
352,98,2023-12-25,delivered,402.6
353,98,2024-05-16,returned,1031.01
354,98,2024-03-10,delivered,89.99
355,98,2023-09-24,delivered,57.11
356,99,2023-06-05,delivered,73.56
357,99,2024-01-20,delivered,291.82
358,99,2023-09-12,shipped,703.06
359,99,2023-06-23,delivered,849.85
360,99,2023-12-22,delivered,223.68
361,99,2024-01-31,shipped,2217.66
362,100,2022-11-30,delivered,141.9
363,101,2024-04-07,delivered,17.72
364,101,2023-09-20,delivered,583.2
365,102,2023-12-06,delivered,1370.56
366,103,2023-09-14,delivered,696.59
367,104,2023-09-24,delivered,2178.12
368,104,2023-02-04,delivered,1164.47
369,105,2023-09-24,delivered,473.12
370,105,2023-08-11,shipped,1793.53
371,107,2024-05-08,delivered,587.25
372,107,2024-05-20,delivered,544.69
373,108,2023-10-05,shipped,1003.42
374,108,2024-02-06,delivered,26.66
375,109,2024-04-17,shipped,959.39
376,109,2023-01-30,shipped,1087.15
377,110,2023-12-17,delivered,2375.76
378,110,2023-11-15,delivered,970.76
379,110,2023-08-23,delivered,104.78
380,111,2023-01-16,shipped,1960.19
381,111,2024-05-03,delivered,276.04
382,111,2023-11-27,processing,90.18
383,111,2023-10-08,delivered,620.95
384,112,2024-03-02,shipped,759.25
385,112,2023-12-12,delivered,44.6
386,112,2024-04-19,delivered,237.15
387,112,2024-04-04,delivered,182.52
388,112,2023-12-20,delivered,907.25
389,112,2023-09-12,delivered,1083.13
390,112,2023-08-26,delivered,870.31
391,113,2024-03-19,delivered,1522.3
392,114,2024-01-11,cancelled,930.68
393,114,2023-08-18,shipped,2191.83
394,115,2023-03-19,delivered,21.18
395,115,2024-02-28,delivered,923.69
396,115,2023-07-19,shipped,170.66
397,115,2024-03-01,delivered,50.17
398,116,2024-02-02,shipped,1700.2
399,116,2024-05-27,delivered,25.7
400,116,2023-03-25,processing,288.48
401,116,2024-01-05,returned,1229.38
402,117,2023-12-30,delivered,1255.79
403,117,2022-10-12,delivered,995.3
404,118,2023-11-30,delivered,854.89
405,118,2022-12-10,processing,777.18
406,119,2023-10-07,delivered,50.64
407,119,2023-11-09,processing,647.67
408,119,2024-04-15,delivered,3330.66
409,120,2024-05-21,delivered,1762.77
410,120,2024-06-28,delivered,224.26
411,120,2023-10-21,delivered,604.84
412,120,2023-07-17,shipped,183.56
413,121,2023-12-26,shipped,1424.5
414,121,2024-02-02,delivered,2311.35
415,122,2024-04-13,delivered,636.56
416,122,2023-09-03,delivered,615.3
417,122,2024-02-28,delivered,641.59
418,123,2023-07-15,delivered,1539.42
419,123,2023-06-06,delivered,563.28
420,124,2024-03-05,cancelled,192.49
421,124,2023-11-05,cancelled,164.84
422,125,2024-02-01,delivered,169.2
423,126,2023-09-04,delivered,1453.19
424,126,2023-06-24,delivered,1830.13
425,126,2023-12-07,delivered,1366.79
426,127,2022-05-10,delivered,811.83
427,127,2023-10-15,delivered,227.86
428,128,2024-01-01,delivered,400.31
429,129,2023-12-31,delivered,3043.64
430,129,2023-03-11,delivered,2099.19
431,129,2023-08-27,delivered,1134.55
432,129,2023-09-09,delivered,2120.15
433,129,2023-12-05,delivered,987.13
434,129,2024-05-13,delivered,700.88
435,129,2024-02-12,shipped,597.66
436,129,2024-03-27,shipped,1071.2
437,129,2024-03-04,delivered,209.63
438,129,2023-05-31,delivered,51.04
439,129,2023-11-04,delivered,652.15
440,130,2024-03-04,delivered,781.07
441,130,2023-12-05,returned,65.17
442,130,2024-06-08,delivered,103.26
443,130,2023-11-27,delivered,540.04
444,130,2023-12-10,delivered,490.66
445,131,2023-04-17,delivered,927.28
446,131,2023-03-28,delivered,341.66
447,131,2023-03-18,delivered,428.62
448,132,2023-04-26,delivered,965.13
449,132,2024-01-16,delivered,953.98
450,133,2022-08-05,delivered,849.53
451,134,2023-04-08,shipped,464.56
452,135,2024-02-23,returned,652.27
453,135,2024-05-14,processing,172.0
454,135,2023-08-14,returned,2282.25
455,135,2024-01-19,delivered,205.18
456,135,2023-10-06,delivered,784.82
457,135,2024-06-02,shipped,1169.15
458,135,2023-12-20,delivered,169.04
459,135,2024-03-05,delivered,54.74
460,135,2023-12-26,delivered,280.44
461,135,2024-05-01,cancelled,365.01
462,135,2024-01-14,cancelled,778.02
463,135,2024-06-13,delivered,1260.72
464,136,2023-04-15,delivered,79.96
465,136,2023-12-21,returned,422.22
466,136,2022-10-10,delivered,1590.07
467,136,2022-11-29,shipped,1857.08
468,136,2023-08-10,delivered,1283.95
469,136,2023-02-05,delivered,713.51
470,137,2023-04-13,delivered,1174.78
471,138,2022-08-31,delivered,577.75
472,138,2022-09-21,delivered,157.71
473,138,2023-07-31,delivered,1617.66
474,138,2022-06-19,delivered,683.28
475,138,2024-04-28,delivered,1065.2
476,138,2022-10-05,delivered,1143.53
477,138,2024-05-29,delivered,1738.45
478,138,2023-02-03,processing,47.47
479,138,2023-11-05,shipped,36.54
480,138,2023-09-18,delivered,3023.36
481,138,2022-09-30,delivered,890.04
482,138,2023-02-21,delivered,304.11
483,139,2023-02-09,delivered,1199.5
484,139,2024-04-15,delivered,1335.74
485,139,2024-04-17,delivered,684.43
486,139,2023-05-06,delivered,544.68
487,139,2023-06-07,delivered,1620.43
488,139,2023-03-29,cancelled,1499.26
489,140,2023-05-11,delivered,103.05
490,141,2024-01-05,delivered,2678.46
491,142,2023-10-02,shipped,348.39
492,142,2024-01-07,shipped,1696.54
493,142,2023-02-18,returned,691.17
494,142,2023-06-20,delivered,883.31
495,143,2022-08-05,delivered,23.18
496,143,2023-10-11,returned,288.35
497,143,2023-03-09,delivered,586.85
498,143,2022-11-03,processing,262.66
499,143,2022-07-28,delivered,44.88
500,143,2023-05-20,delivered,1265.38
501,143,2023-11-09,delivered,1059.79
502,143,2023-01-07,cancelled,2005.44
503,143,2022-11-17,delivered,184.12
504,143,2023-09-29,delivered,75.07
505,143,2023-09-15,processing,459.04
506,143,2023-02-22,delivered,340.8
507,144,2024-03-31,cancelled,1360.6
508,144,2023-10-27,delivered,162.42
509,144,2024-03-09,returned,61.2
510,144,2024-05-15,delivered,1314.81
511,145,2024-04-30,delivered,1089.94
512,145,2024-02-18,delivered,543.03
513,145,2024-05-01,shipped,1129.48
514,145,2024-03-14,delivered,225.71
515,145,2024-01-29,delivered,458.15
516,145,2024-01-27,delivered,942.59
517,146,2023-10-29,delivered,272.29
518,147,2023-03-14,delivered,1067.45
519,147,2023-07-07,shipped,255.03
520,147,2024-06-08,delivered,488.0
521,147,2023-09-15,shipped,453.52
522,147,2022-08-19,delivered,1096.94
523,148,2024-02-29,delivered,108.67
524,148,2024-06-19,processing,472.23
525,148,2023-04-22,delivered,1966.25
526,148,2024-04-03,delivered,208.11
527,148,2023-12-24,delivered,383.1
528,148,2023-02-09,shipped,322.05
529,148,2022-06-25,delivered,1146.33
530,149,2024-03-28,delivered,1222.48
531,149,2024-06-20,shipped,1076.61
532,149,2023-10-04,delivered,129.28
533,149,2024-06-04,delivered,732.11
534,149,2023-10-26,processing,406.04
535,150,2023-05-29,processing,544.23
536,150,2023-06-07,delivered,135.06
537,150,2022-08-23,processing,2093.4
538,150,2022-03-04,delivered,362.79
539,150,2022-07-13,processing,670.16
540,150,2023-01-17,delivered,524.37
541,151,2023-11-10,cancelled,601.58
542,151,2024-03-28,shipped,171.33
543,151,2024-02-04,shipped,1639.28
544,151,2023-12-27,returned,392.41
545,151,2023-11-23,delivered,1994.68
546,151,2024-03-25,delivered,1946.9
547,153,2024-06-04,processing,808.8
548,154,2023-10-31,delivered,866.15
549,155,2023-07-15,processing,76.53
550,155,2022-11-30,delivered,159.87
551,156,2024-04-02,delivered,83.79
552,156,2023-12-10,delivered,1079.41
553,157,2022-05-26,delivered,479.34
554,157,2023-11-20,delivered,1936.5
555,157,2022-10-08,delivered,104.29
556,157,2022-12-04,delivered,537.3
557,157,2023-09-18,cancelled,819.36
558,158,2023-05-17,delivered,1051.68
559,158,2023-07-23,delivered,1147.14
560,158,2024-01-30,returned,1179.86
561,158,2023-07-20,shipped,256.08
562,158,2023-03-29,delivered,781.44
563,159,2023-02-27,cancelled,546.28
564,159,2023-10-25,shipped,2117.19
565,159,2024-06-30,delivered,772.59
566,159,2023-10-15,delivered,397.4
567,159,2024-06-18,shipped,1058.13
568,159,2024-05-11,processing,856.79
569,159,2024-04-25,cancelled,186.62
570,159,2023-09-04,delivered,170.59
571,159,2023-11-07,delivered,2016.22
572,159,2023-12-15,delivered,1786.92
573,159,2023-01-08,delivered,117.65
574,159,2023-01-27,returned,285.91
575,159,2024-06-08,shipped,397.03
576,159,2023-08-31,delivered,410.23
577,159,2024-04-02,shipped,137.37
578,159,2023-03-11,delivered,184.74
579,159,2023-05-24,cancelled,79.18
580,159,2023-02-01,delivered,192.37
581,159,2024-02-22,delivered,647.1
582,160,2023-10-22,delivered,2260.0
583,160,2024-04-20,delivered,1206.01
584,161,2024-05-21,shipped,750.07
585,161,2024-01-17,delivered,379.41
586,161,2024-02-19,shipped,1547.96
587,161,2024-04-06,delivered,353.11
588,161,2024-05-26,cancelled,239.08
589,162,2024-04-05,delivered,168.09
590,162,2023-12-16,delivered,645.84
591,162,2024-02-21,delivered,642.43
592,162,2024-06-04,delivered,37.32
593,162,2023-10-22,shipped,3055.33
594,162,2023-06-25,delivered,1512.24
595,162,2023-06-27,delivered,1930.86
596,162,2023-10-07,delivered,335.33
597,163,2023-01-05,delivered,788.04
598,163,2024-04-18,delivered,1593.66
599,163,2023-09-23,returned,270.58
600,163,2024-02-10,delivered,554.74
601,163,2024-06-27,returned,262.0
602,163,2023-07-01,shipped,630.29
603,163,2024-03-01,delivered,651.45
604,163,2024-01-19,delivered,434.73
605,163,2023-03-31,delivered,929.88
606,163,2023-01-05,delivered,679.38
607,163,2022-11-01,delivered,1338.41
608,164,2024-03-16,delivered,661.58
609,164,2024-06-18,delivered,2054.16
610,164,2023-06-19,delivered,2570.07
611,164,2023-09-17,delivered,580.25
612,164,2023-02-21,cancelled,3762.48
613,164,2024-02-14,delivered,1993.17
614,165,2022-11-14,delivered,2605.7
615,165,2023-01-22,delivered,570.6
616,165,2024-05-25,processing,183.24
617,165,2023-05-06,processing,3333.95
618,165,2023-09-26,delivered,313.9
619,166,2024-01-06,returned,405.21
620,166,2023-10-13,delivered,1162.82
621,167,2023-12-14,delivered,909.41
622,167,2024-04-26,delivered,170.44
623,167,2023-09-11,delivered,2107.62
624,167,2023-02-18,delivered,23.34
625,167,2024-03-20,delivered,869.93
626,167,2023-03-10,cancelled,21.81
627,167,2024-02-27,delivered,490.26
628,167,2024-03-26,delivered,266.04
629,167,2024-03-21,delivered,773.86
630,167,2023-12-24,delivered,40.82
631,167,2024-06-03,delivered,495.15
632,167,2024-04-20,delivered,1504.11
633,167,2024-05-17,shipped,1256.83
634,167,2023-06-09,cancelled,177.26
635,167,2023-02-03,delivered,3332.1
636,167,2024-06-29,delivered,79.36
637,168,2022-08-20,delivered,39.06
638,168,2023-08-05,delivered,107.78
639,168,2023-10-30,delivered,173.55
640,169,2023-04-28,delivered,47.03
641,169,2023-03-07,delivered,855.48
642,169,2022-12-10,delivered,426.39
643,169,2022-09-29,delivered,530.56
644,169,2024-06-15,delivered,2418.79
645,170,2023-02-13,cancelled,1751.04
646,170,2022-10-03,delivered,1261.62
647,170,2022-07-01,shipped,424.84
648,170,2022-08-12,processing,2121.66
649,170,2023-05-03,shipped,1092.12
650,171,2022-10-09,delivered,519.95
651,171,2022-11-01,delivered,19.21
652,171,2024-06-20,delivered,522.24
653,171,2023-07-26,delivered,2319.03
654,171,2022-06-12,delivered,54.6
655,171,2023-12-08,delivered,2206.16
656,172,2022-05-12,delivered,297.52
657,172,2022-12-01,shipped,115.44
658,172,2022-12-19,delivered,272.4
659,172,2023-10-15,delivered,1184.87
660,172,2022-05-09,delivered,1323.02
661,173,2024-02-04,returned,447.46
662,173,2024-01-18,delivered,396.56
663,173,2023-11-12,delivered,1003.67
664,173,2024-01-02,delivered,307.1
665,173,2023-12-27,delivered,825.9
666,173,2024-06-22,processing,470.33
667,174,2024-02-25,cancelled,557.94
668,174,2023-10-03,delivered,356.26
669,174,2024-04-13,delivered,199.84
670,174,2023-12-02,delivered,1062.17
671,174,2023-07-19,delivered,1938.4
672,174,2023-08-05,delivered,1859.15
673,175,2024-01-07,processing,837.03
674,176,2023-03-07,processing,523.1
675,177,2024-04-27,delivered,1198.0
676,177,2023-08-10,delivered,2197.24
677,177,2023-10-30,delivered,526.2
678,177,2024-01-10,delivered,360.2
679,179,2024-06-30,cancelled,1978.63
680,179,2023-11-01,delivered,944.55
681,179,2024-03-29,processing,1360.87
682,179,2024-02-23,delivered,806.27
683,180,2023-09-05,delivered,1854.68
684,180,2023-05-11,delivered,335.38
685,180,2023-01-05,shipped,1064.13
686,180,2024-03-17,delivered,1777.46
687,180,2024-02-17,delivered,1138.45
688,181,2023-12-11,shipped,664.73
689,181,2024-03-19,delivered,22.61
690,181,2024-01-31,delivered,342.49
691,182,2022-07-17,delivered,164.98
692,183,2023-09-08,shipped,1170.2
693,183,2023-01-01,delivered,205.8
694,184,2023-11-29,delivered,430.23
695,184,2023-07-20,delivered,505.78
696,184,2023-10-13,processing,789.75
697,185,2023-07-23,shipped,395.1
698,185,2023-02-05,delivered,815.67
699,185,2023-12-03,delivered,99.47
700,186,2023-09-18,cancelled,2181.29
701,188,2023-11-28,delivered,347.48
702,189,2024-02-22,delivered,134.56
703,190,2023-03-21,delivered,171.59
704,190,2023-07-25,delivered,364.77
705,190,2024-01-28,delivered,291.69
706,190,2023-04-10,shipped,673.64
707,190,2023-08-28,delivered,1369.95
708,190,2023-09-01,delivered,1815.8
709,191,2023-08-29,delivered,592.62
710,191,2023-12-21,cancelled,180.78
711,192,2023-07-24,delivered,328.27
712,193,2023-05-28,shipped,96.7
713,193,2024-03-28,shipped,594.34
714,194,2024-04-02,processing,204.42
715,194,2024-02-24,delivered,961.09
716,195,2024-04-11,cancelled,1217.42
717,195,2023-12-17,delivered,2120.2
718,196,2023-05-29,delivered,2119.4
719,197,2024-05-30,delivered,321.55
720,198,2024-04-14,shipped,3149.62
721,199,2024-02-23,delivered,104.94
722,199,2023-12-10,delivered,80.28
723,199,2023-08-07,delivered,2281.31
