customer_id,signup_date,state,segment
145,2023-12-26,IL,small_business
146,2023-09-15,PA,consumer
147,2022-01-26,GA,small_business
148,2022-06-20,NY,small_business
149,2023-08-23,NC,small_business
150,2022-02-12,OH,small_business
151,2023-09-17,GA,small_business
152,2022-07-25,OH,consumer
153,2023-11-01,NY,consumer
154,2022-08-03,TX,consumer
155,2022-11-14,NY,consumer
156,2023-04-29,CA,consumer
157,2022-04-03,FL,small_business
158,2023-02-11,CA,small_business
159,2023-01-04,CA,enterprise
160,2023-07-27,WA,consumer
161,2023-12-29,PA,small_business
162,2023-04-30,IL,small_business
163,2022-10-26,NY,enterprise
164,2022-10-24,IL,small_business
165,2022-11-02,NC,consumer
166,2023-08-18,PA,consumer
167,2022-08-23,IL,enterprise
168,2022-05-02,FL,small_business
169,2022-09-02,NY,small_business
170,2022-01-17,OH,small_business
171,2022-03-19,WA,small_business
172,2022-03-07,NY,small_business
173,2023-07-18,NY,small_business
174,2023-06-12,NY,small_business
175,2023-05-24,NY,consumer
176,2022-12-04,WA,consumer
177,2023-06-08,OH,consumer
178,2022-04-28,NY,consumer
179,2023-10-20,NY,small_business
180,2023-01-01,NY,small_business
181,2023-11-16,CA,consumer
182,2022-04-22,FL,consumer
183,2022-12-30,GA,consumer
184,2023-05-24,PA,small_business
185,2022-12-28,TX,consumer
186,2022-11-22,OH,consumer
187,2022-05-02,OH,consumer
188,2022-10-06,TX,consumer
189,2022-06-24,PA,consumer
190,2022-08-09,IL,small_business
191,2023-05-15,GA,small_business
192,2023-04-06,CA,consumer
193,2023-03-20,TX,consumer
194,2022-09-22,FL,consumer
195,2023-12-02,CA,consumer
196,2022-03-05,NY,consumer
197,2022-09-08,GA,consumer
198,2022-03-28,CA,consumer
199,2022-09-05,FL,small_business
200,2023-12-04,WA,consumer
201,2022-09-25,FL,small_business
202,2023-10-26,FL,consumer
203,2022-12-28,IL,consumer
204,2023-05-26,TX,consumer
205,2022-11-30,CA,consumer
206,2022-07-14,PA,consumer
207,2023-07-12,NY,small_business
208,2023-12-09,TX,small_business
209,2022-07-12,CA,consumer
210,2023-07-23,NC,consumer
211,2022-07-10,CA,consumer
212,2023-06-08,OH,small_business
213,2023-07-30,NY,consumer
214,2022-11-25,IL,consumer
215,2023-06-22,TX,small_business
216,2022-07-18,CA,small_business
217,2022-02-27,FL,consumer
218,2022-03-12,OH,consumer
219,2022-11-23,TX,consumer
220,2023-10-21,NY,consumer
221,2022-04-04,FL,consumer
222,2022-11-29,TX,small_business
223,2023-05-29,IL,consumer
224,2022-05-28,CA,small_business
225,2023-06-11,FL,consumer
226,2022-08-12,CA,small_business
227,2023-08-14,FL,consumer
228,2023-02-27,TX,consumer
229,2023-02-04,FL,consumer
230,2022-05-10,NY,small_business
231,2022-12-05,NC,consumer
232,2023-09-18,FL,consumer
233,2022-01-15,GA,small_business
234,2023-07-08,TX,small_business
235,2022-12-26,NY,consumer
236,2023-06-10,CA,consumer
237,2023-04-30,NY,consumer
238,2022-11-12,PA,consumer
239,2022-08-14,GA,consumer
240,2023-04-03,IL,consumer
241,2022-04-13,PA,consumer
242,2023-03-03,CA,consumer
243,2022-03-11,CA,consumer
244,2023-04-20,GA,consumer
245,2023-04-04,CA,consumer
246,2022-03-03,CA,small_business
247,2023-07-07,WA,small_business
248,2022-10-31,WA,consumer
249,2023-07-29,IL,small_business
250,2022-01-31,NY,consumer
251,2022-05-12,GA,consumer
252,2022-12-27,TX,consumer
253,2022-05-18,NY,consumer
254,2022-08-29,NY,consumer
255,2023-04-28,NC,small_business
256,2022-04-16,NC,consumer
257,2023-05-10,PA,consumer
258,2022-03-17,CA,consumer
259,2022-05-08,FL,consumer
260,2023-03-05,TX,small_business
261,2023-08-03,NC,consumer
262,2022-05-05,CA,small_business
263,2022-08-07,CA,consumer
264,2023-11-07,OH,consumer
265,2023-12-24,FL,consumer
266,2023-03-01,GA,small_business
267,2022-11-23,CA,consumer
268,2022-09-11,GA,consumer
269,2023-03-24,CA,consumer
270,2023-03-08,CA,consumer
271,2022-08-04,FL,consumer
272,2022-01-17,TX,enterprise
273,2022-04-21,IL,consumer
274,2023-12-01,CA,consumer
275,2022-11-02,CA,consumer
276,2022-12-19,OH,consumer
277,2022-12-07,TX,consumer
278,2023-07-26,PA,small_business
279,2022-02-17,OH,consumer
280,2022-03-02,CA,consumer
281,2022-07-21,GA,consumer
282,2022-12-22,TX,consumer
283,2023-05-05,NY,small_business
284,2022-12-25,CA,consumer
285,2022-11-19,GA,small_business
286,2023-11-16,IL,consumer
287,2022-04-28,FL,consumer
288,2023-02-22,WA,small_business
289,2023-01-31,NY,consumer
290,2022-12-12,NC,small_business
291,2023-08-13,OH,consumer
292,2022-07-14,WA,consumer
293,2023-11-28,NC,small_business
294,2022-08-31,WA,consumer
295,2023-02-02,CA,enterprise
296,2023-01-16,GA,small_business
297,2023-09-13,GA,consumer
298,2022-11-17,PA,consumer
299,2022-07-27,TX,small_business
300,2022-01-16,WA,consumer
301,2022-09-23,TX,small_business
302,2023-08-27,FL,consumer
303,2022-01-08,FL,consumer
304,2023-10-17,CA,consumer
305,2023-02-01,OH,small_business
306,2022-04-13,CA,small_business
307,2022-08-09,OH,consumer
308,2023-02-09,NC,consumer
309,2022-08-19,NY,consumer
310,2022-03-21,OH,consumer
311,2023-05-02,CA,consumer
312,2023-05-06,NC,consumer
313,2022-03-28,WA,consumer
314,2022-07-25,CA,consumer
315,2022-06-28,OH,consumer
316,2023-04-27,FL,consumer
317,2023-06-18,FL,consumer
318,2023-06-15,OH,enterprise
319,2023-11-17,FL,consumer
320,2023-07-16,IL,consumer
321,2022-08-23,TX,small_business
322,2022-03-20,NY,consumer
323,2023-03-25,NC,small_business
324,2023-10-31,CA,consumer
325,2023-12-13,IL,consumer
326,2022-06-18,TX,consumer
327,2022-06-22,NC,consumer
328,2022-01-28,IL,consumer
329,2022-04-14,NY,consumer
330,2023-02-10,TX,consumer
331,2023-02-04,NY,consumer
332,2022-09-28,WA,small_business
333,2022-08-15,FL,consumer
334,2023-08-29,FL,enterprise
335,2022-12-02,OH,consumer
336,2023-08-14,NY,consumer
337,2023-12-05,NY,consumer
338,2022-08-20,NY,consumer
339,2022-05-28,CA,small_business
340,2023-11-27,OH,consumer
341,2023-04-09,NC,consumer
342,2022-08-01,NC,small_business
343,2023-03-30,NC,consumer
344,2023-01-11,FL,consumer
345,2023-10-24,TX,small_business
346,2022-07-06,PA,consumer
347,2023-12-25,WA,consumer
348,2023-11-15,OH,small_business
349,2022-05-12,FL,consumer
350,2022-05-01,PA,consumer
351,2023-01-25,GA,consumer
352,2022-02-02,NC,small_business
353,2022-08-07,GA,consumer
354,2022-11-14,NY,consumer
355,2023-12-09,TX,consumer
356,2023-12-26,FL,consumer
357,2022-04-21,NY,consumer
358,2023-10-13,WA,consumer
359,2022-03-08,FL,consumer
360,2023-07-01,FL,consumer
361,2023-09-10,NY,consumer
362,2023-10-13,PA,consumer
363,2022-06-13,FL,consumer
364,2023-10-15,CA,consumer
365,2022-03-26,NC,consumer
366,2023-01-14,NY,consumer
367,2022-12-09,NY,enterprise
368,2022-08-19,TX,consumer
369,2022-01-17,IL,consumer
370,2023-07-18,OH,consumer
371,2022-09-02,NC,consumer
372,2023-04-29,CA,consumer
373,2022-10-27,WA,enterprise
374,2022-09-30,OH,consumer
375,2023-10-09,TX,consumer
376,2022-03-10,TX,consumer
377,2023-06-22,TX,consumer
378,2023-06-30,NC,consumer
379,2022-10-05,TX,small_business
380,2022-07-11,FL,small_business
381,2022-01-04,OH,consumer
382,2023-11-15,NC,consumer
383,2023-11-23,PA,consumer
384,2022-06-25,OH,consumer
385,2022-01-24,CA,consumer
386,2022-03-31,NC,consumer
387,2022-02-19,TX,enterprise
388,2023-08-30,CA,consumer
389,2023-10-14,WA,small_business
390,2022-04-22,TX,small_business
391,2023-06-30,CA,consumer
392,2022-05-11,PA,consumer
393,2022-09-26,TX,consumer
394,2023-03-14,CA,small_business
395,2023-06-10,IL,consumer
396,2023-10-01,OH,small_business
397,2022-02-02,GA,consumer
398,2022-05-24,CA,consumer
399,2022-07-24,IL,small_business
400,2022-08-15,GA,consumer
401,2023-12-30,CA,small_business
402,2023-07-22,TX,consumer
403,2022-08-22,CA,consumer
404,2023-12-11,FL,consumer
405,2022-12-31,TX,consumer
406,2023-01-01,OH,small_business
407,2022-11-13,WA,consumer
408,2022-04-16,TX,consumer
409,2023-11-14,PA,consumer
410,2022-01-11,TX,consumer
411,2022-05-08,CA,small_business
412,2022-06-17,OH,consumer
413,2022-07-23,NY,enterprise
414,2022-04-07,WA,consumer
415,2022-01-14,FL,consumer
416,2023-05-10,CA,consumer
417,2023-12-09,FL,consumer
418,2022-03-30,TX,consumer
419,2022-08-05,NC,small_business
420,2023-01-05,OH,consumer
421,2023-11-09,NY,small_business
422,2023-05-22,FL,consumer
423,2023-07-14,PA,consumer
424,2023-03-01,GA,consumer
425,2022-11-01,CA,consumer
426,2022-05-26,CA,consumer
427,2023-09-23,CA,small_business
428,2023-08-11,NY,small_business
429,2022-01-19,FL,consumer
430,2023-06-07,CA,consumer
431,2022-03-03,NY,consumer
432,2023-06-24,FL,consumer
433,2023-08-26,CA,consumer
434,2022-04-06,NC,consumer
435,2022-11-13,IL,small_business
436,2022-04-01,NY,consumer
437,2023-02-19,FL,consumer
438,2023-11-09,TX,small_business
439,2022-03-01,NC,consumer
440,2022-10-18,IL,consumer
441,2023-12-12,FL,enterprise
442,2022-08-08,NC,consumer
443,2022-04-07,GA,consumer
444,2022-12-23,GA,consumer
445,2023-01-07,TX,small_business
446,2023-04-29,CA,consumer
447,2022-08-18,OH,consumer
448,2023-11-29,FL,consumer
449,2023-01-16,PA,consumer
450,2022-07-29,GA,consumer
451,2023-12-03,TX,consumer
452,2023-11-07,TX,small_business
453,2022-12-31,FL,consumer
454,2022-01-19,TX,small_business
455,2023-03-12,PA,small_business
456,2023-02-10,OH,small_business
457,2022-04-19,FL,small_business
458,2023-04-08,OH,consumer
459,2023-09-06,FL,small_business
460,2022-03-19,OH,consumer
461,2023-06-13,TX,consumer
462,2022-04-13,OH,consumer
463,2023-07-01,OH,consumer
464,2022-11-02,TX,consumer
465,2022-01-05,IL,small_business
466,2023-12-07,NC,consumer
467,2022-05-02,TX,consumer
468,2023-03-12,OH,consumer
469,2022-05-13,WA,small_business
470,2023-11-13,NC,consumer
471,2023-06-23,NY,consumer
472,2023-08-11,IL,small_business
473,2022-11-12,WA,small_business
474,2022-12-08,IL,consumer
475,2023-04-09,CA,consumer
476,2023-07-27,CA,consumer
477,2023-09-11,GA,small_business
478,2022-01-14,NY,consumer
479,2023-04-30,TX,small_business
480,2022-03-21,NY,consumer
481,2022-07-30,OH,consumer
482,2023-08-29,FL,consumer
483,2022-07-02,NC,consumer
484,2023-08-05,OH,consumer
485,2022-12-04,WA,small_business
486,2022-06-19,NC,consumer
487,2022-09-01,TX,small_business
488,2023-01-23,PA,consumer
489,2023-07-13,CA,consumer
490,2023-03-19,WA,consumer
491,2023-11-13,TX,consumer
492,2023-09-26,PA,small_business
493,2023-07-04,NC,consumer
494,2023-03-17,CA,small_business
495,2022-07-31,NC,consumer
496,2022-10-29,CA,consumer
497,2022-03-28,FL,consumer
498,2022-10-01,FL,consumer
499,2023-11-08,NY,small_business
500,2022-11-07,IL,consumer
501,2022-03-25,NC,consumer
502,2023-04-21,NY,small_business
503,2023-12-04,IL,small_business
504,2023-09-26,NC,consumer
505,2022-07-20,GA,consumer
506,2022-11-28,CA,consumer
507,2023-01-23,WA,small_business
508,2022-06-30,CA,consumer
509,2022-07-16,IL,consumer
510,2022-06-22,IL,enterprise
511,2023-12-28,GA,consumer
512,2023-06-29,CA,consumer
513,2023-09-06,CA,enterprise
514,2023-08-20,OH,consumer
515,2023-12-02,CA,consumer
516,2022-03-18,FL,small_business
517,2023-10-06,OH,small_business
518,2022-02-18,PA,enterprise
519,2022-12-14,TX,consumer
520,2023-03-10,TX,consumer
521,2022-09-19,WA,consumer
522,2022-04-17,FL,consumer
523,2022-05-21,CA,small_business
524,2023-08-26,TX,consumer
525,2022-08-21,NY,consumer
526,2022-08-15,WA,consumer
527,2023-11-06,TX,consumer
528,2022-04-16,CA,consumer
529,2023-10-31,FL,consumer
530,2023-11-04,CA,consumer
531,2023-03-13,TX,enterprise
532,2022-05-01,WA,small_business
533,2022-04-24,OH,consumer
534,2022-07-27,CA,small_business
535,2023-02-26,FL,consumer
536,2022-04-23,CA,consumer
537,2022-11-29,CA,consumer
538,2022-03-26,IL,small_business
539,2023-01-30,FL,consumer
540,2022-01-16,OH,consumer
541,2023-06-02,NC,small_business
542,2022-02-10,TX,small_business
543,2022-05-23,WA,small_business
544,2022-05-08,FL,consumer
545,2023-08-30,TX,small_business
546,2022-02-08,NC,consumer
547,2022-11-10,CA,consumer
548,2023-03-08,IL,small_business
549,2023-01-12,OH,consumer
550,2023-05-12,TX,small_business
551,2023-08-10,NC,consumer
552,2022-10-15,TX,consumer
553,2023-08-28,GA,consumer
554,2022-08-21,CA,consumer
555,2023-12-20,CA,small_business
556,2023-01-04,NY,small_business
557,2023-06-22,NC,consumer
558,2023-10-01,CA,consumer
559,2023-08-02,NC,consumer
560,2023-09-14,TX,small_business
561,2023-01-27,FL,consumer
562,2022-02-01,NY,small_business
563,2022-12-26,CA,consumer
564,2022-05-13,WA,consumer
565,2023-10-12,NY,consumer
566,2022-06-22,OH,consumer
567,2022-06-16,IL,consumer
568,2022-07-02,FL,consumer
569,2023-04-15,IL,small_business
570,2023-02-21,NC,consumer
571,2023-11-24,OH,small_business
572,2022-10-31,FL,consumer
573,2022-07-26,PA,consumer
574,2022-02-05,IL,consumer
575,2022-01-06,NY,consumer
576,2022-09-30,PA,consumer
577,2023-11-07,FL,consumer
578,2023-01-18,OH,consumer
579,2023-10-15,WA,small_business
580,2022-03-16,WA,consumer
581,2022-03-10,GA,consumer
582,2023-09-01,IL,small_business
583,2022-03-19,OH,consumer
584,2022-02-07,CA,enterprise
585,2022-10-22,FL,consumer
586,2023-11-07,TX,consumer
587,2023-05-19,CA,consumer
588,2022-03-14,WA,consumer
589,2023-09-04,NC,consumer
590,2023-09-08,FL,consumer
591,2023-08-08,TX,consumer
592,2023-10-21,OH,consumer
593,2022-06-25,NY,consumer
594,2023-12-17,GA,consumer
595,2022-08-23,WA,consumer
596,2023-08-09,NY,consumer
597,2023-02-27,TX,consumer
598,2023-07-24,TX,consumer
599,2023-04-04,CA,consumer
600,2023-04-15,NY,consumer
601,2023-03-26,CA,small_business
602,2023-07-23,CA,consumer
603,2023-06-24,TX,consumer
604,2022-04-09,CA,consumer
605,2023-08-27,OH,consumer
606,2023-01-27,CA,consumer
607,2022-08-24,NC,small_business
608,2023-01-11,TX,small_business
609,2023-12-07,CA,enterprise
610,2023-09-19,CA,small_business
611,2023-09-01,OH,consumer
612,2022-12-04,TX,consumer
613,2023-07-27,FL,consumer
614,2022-10-09,CA,small_business
615,2023-05-16,WA,consumer
616,2023-04-12,CA,consumer
617,2022-07-02,NY,consumer
618,2022-07-14,NC,consumer
619,2022-02-14,TX,consumer
620,2022-04-13,TX,small_business
621,2022-11-13,GA,consumer
622,2022-12-15,TX,small_business
623,2022-05-01,CA,consumer
624,2022-11-01,NY,consumer
625,2023-03-18,CA,consumer
626,2022-06-19,NC,consumer
627,2022-09-04,PA,consumer
628,2022-09-26,IL,consumer
629,2023-01-04,TX,consumer
630,2022-09-25,OH,small_business
631,2023-06-22,PA,consumer
632,2022-08-28,CA,small_business
633,2022-11-13,NC,small_business
634,2022-10-05,IL,consumer
635,2022-05-14,GA,small_business
636,2023-05-16,TX,small_business
637,2022-06-21,CA,small_business
638,2022-08-05,OH,small_business
639,2023-08-02,GA,consumer
640,2023-11-24,NY,enterprise
641,2023-05-05,CA,consumer
642,2023-10-31,GA,consumer
643,2023-09-16,TX,small_business
644,2022-12-18,NY,consumer
645,2023-07-17,PA,consumer
646,2022-08-28,CA,consumer
647,2022-12-03,CA,consumer
648,2023-01-26,CA,small_business
649,2023-12-03,NC,consumer
650,2023-09-12,TX,consumer
651,2022-12-24,PA,consumer
652,2023-04-22,WA,small_business
653,2022-05-28,PA,small_business
654,2023-08-11,FL,consumer
655,2023-02-08,FL,small_business
656,2023-01-24,NY,consumer
657,2023-07-14,IL,small_business
658,2023-04-08,WA,consumer
659,2022-02-22,GA,consumer
660,2022-07-30,NY,consumer
661,2022-05-10,NY,consumer
662,2023-06-21,NC,consumer
663,2022-01-26,CA,consumer
664,2022-05-28,NC,consumer
665,2023-03-13,TX,consumer
666,2023-05-23,OH,consumer
667,2023-01-03,GA,consumer
668,2023-09-21,FL,small_business
669,2023-11-02,TX,consumer
670,2022-04-07,NC,consumer
671,2023-11-27,NY,small_business
672,2023-03-25,NY,consumer
673,2023-04-10,FL,consumer
674,2022-03-11,NY,consumer
675,2023-03-30,PA,enterprise
676,2023-06-14,CA,consumer
677,2023-02-28,NY,consumer
678,2022-03-03,NC,consumer
679,2023-01-17,CA,small_business
680,2023-11-15,FL,consumer
681,2023-06-13,PA,small_business
682,2022-04-11,NC,consumer
683,2023-12-02,IL,consumer
684,2023-12-01,GA,consumer
685,2022-05-04,TX,small_business
686,2023-08-08,NY,consumer
687,2022-10-24,WA,consumer
688,2023-03-10,NC,small_business
689,2022-11-21,IL,consumer
690,2023-07-26,FL,consumer
691,2023-12-29,FL,consumer
692,2023-08-04,CA,consumer
693,2023-11-11,NC,consumer
694,2023-11-22,GA,consumer
695,2022-03-07,FL,consumer
696,2022-07-04,TX,small_business
697,2023-06-11,NY,consumer
698,2023-03-07,CA,consumer
699,2022-02-06,OH,consumer
700,2022-03-11,IL,consumer
701,2023-01-15,TX,consumer
702,2023-03-26,PA,consumer
703,2022-05-03,WA,small_business
704,2022-05-06,CA,consumer
705,2022-04-05,FL,consumer
706,2023-02-17,FL,consumer
707,2022-01-06,CA,consumer
708,2023-02-22,FL,consumer
709,2022-12-14,IL,small_business
710,2022-12-07,CA,small_business
711,2023-05-11,CA,consumer
712,2023-01-17,NC,consumer
713,2023-06-16,TX,consumer
714,2023-07-12,PA,consumer
715,2023-11-03,PA,consumer
716,2023-08-07,GA,small_business
717,2023-01-13,OH,consumer
718,2022-12-26,NC,consumer
719,2022-06-22,PA,consumer
720,2023-03-14,FL,consumer
721,2022-04-12,NY,small_business
722,2023-11-11,NY,small_business
723,2023-09-09,NY,small_business
724,2022-03-29,CA,small_business
725,2023-07-28,NY,consumer
726,2022-03-27,NY,small_business
727,2023-06-11,CA,small_business
728,2022-03-06,TX,consumer
729,2022-12-23,OH,consumer
730,2023-04-26,IL,consumer
731,2023-06-17,GA,small_business
732,2022-11-02,IL,consumer
733,2023-11-04,NC,small_business
734,2023-07-20,GA,small_business
735,2022-06-02,CA,small_business
736,2023-05-05,WA,consumer
737,2023-06-18,CA,consumer
738,2022-09-01,IL,consumer
739,2023-06-23,GA,consumer
740,2023-10-18,NY,consumer
741,2023-08-20,IL,small_business
742,2023-07-11,NY,consumer
743,2023-04-09,CA,consumer
744,2022-07-17,CA,small_business
745,2023-08-04,CA,consumer
746,2022-09-23,CA,small_business
747,2023-01-24,IL,consumer
748,2022-08-18,FL,consumer
749,2022-08-17,FL,consumer
750,2022-04-26,OH,consumer
751,2023-12-03,CA,consumer
752,2022-04-18,TX,small_business
753,2022-03-04,GA,small_business
754,2023-11-15,NC,consumer
755,2023-02-10,NY,consumer
756,2022-11-16,CA,consumer
757,2023-06-23,GA,consumer
758,2022-10-07,NC,consumer
759,2022-04-04,NY,consumer
760,2023-06-17,TX,consumer
761,2022-05-09,CA,consumer
762,2023-02-08,IL,consumer
763,2023-11-24,NC,small_business
764,2023-11-15,PA,consumer
765,2022-09-21,TX,consumer
766,2023-07-24,PA,consumer
767,2023-03-24,GA,consumer
768,2022-12-16,FL,small_business
769,2022-04-13,GA,consumer
770,2022-10-02,NY,small_business
771,2023-04-21,NY,consumer
772,2023-12-22,IL,consumer
773,2022-01-04,FL,consumer
774,2023-06-08,WA,consumer
775,2023-09-10,FL,consumer
776,2023-11-26,NY,consumer
777,2022-11-06,NY,consumer
778,2022-03-28,IL,consumer
779,2022-07-17,NY,consumer
780,2023-09-13,OH,consumer
781,2023-10-03,NY,consumer
782,2023-04-11,NY,enterprise
783,2022-03-31,IL,consumer
784,2022-03-31,CA,consumer
785,2022-12-16,PA,consumer
786,2023-03-06,FL,consumer
787,2022-01-24,FL,consumer
788,2023-05-16,OH,consumer
789,2023-02-02,OH,enterprise
790,2022-01-09,NC,small_business
791,2022-03-11,NY,consumer
792,2022-11-28,NY,small_business
793,2023-06-12,OH,consumer
794,2023-08-26,IL,enterprise
795,2022-11-11,PA,consumer
796,2022-08-04,IL,enterprise
797,2023-12-08,GA,consumer
798,2022-12-01,TX,consumer
799,2022-08-19,IL,small_business
800,2022-11-19,CA,consumer
801,2022-01-09,NY,consumer
802,2022-08-09,PA,consumer
803,2023-01-12,FL,consumer
804,2023-11-02,NY,consumer
805,2023-06-23,NC,consumer
806,2023-07-25,GA,consumer
807,2023-02-02,FL,small_business
808,2022-03-22,WA,consumer
809,2022-10-13,NY,small_business
810,2023-12-29,GA,consumer
811,2022-02-02,CA,small_business
812,2023-10-04,TX,small_business
813,2023-05-15,NY,small_business
814,2022-07-27,CA,consumer
815,2023-07-22,FL,consumer
816,2023-09-03,TX,small_business
817,2022-02-01,PA,small_business
818,2022-03-19,TX,consumer
819,2023-05-01,CA,consumer
820,2023-12-31,WA,small_business
821,2022-01-18,PA,consumer
822,2023-05-01,WA,consumer
823,2022-04-10,FL,small_business
824,2023-04-20,CA,consumer
825,2023-04-01,IL,consumer
826,2022-03-08,IL,consumer
827,2023-05-12,CA,consumer
828,2023-10-17,NC,consumer
829,2023-09-23,IL,consumer
830,2022-01-22,OH,consumer
831,2022-06-29,FL,small_business
832,2022-06-25,IL,small_business
833,2022-11-27,TX,small_business
834,2022-04-15,WA,consumer
835,2023-09-16,NY,consumer
836,2023-07-22,CA,small_business
837,2023-08-14,CA,consumer
838,2022-05-25,PA,consumer
839,2022-01-11,WA,consumer
840,2023-10-27,NC,consumer
841,2022-07-30,OH,consumer
842,2023-04-25,WA,consumer
843,2023-10-26,OH,consumer
844,2022-01-27,NY,consumer
845,2022-01-04,IL,consumer
846,2022-01-04,CA,consumer
847,2022-04-25,TX,small_business
848,2022-02-07,NY,small_business
849,2023-08-22,TX,enterprise
850,2023-03-19,WA,consumer
851,2023-12-17,WA,consumer
852,2023-08-09,NY,consumer
853,2023-12-05,OH,consumer
854,2022-06-24,NY,small_business
855,2022-07-30,CA,small_business
856,2023-09-13,NY,consumer
857,2022-06-28,TX,consumer
858,2022-02-11,NY,enterprise
859,2023-05-04,TX,consumer
860,2023-08-08,CA,small_business
861,2023-12-08,TX,small_business
862,2023-11-09,NC,consumer
863,2022-03-29,CA,small_business
864,2023-07-18,NY,small_business
865,2023-09-10,FL,small_business
866,2023-05-25,NY,consumer
867,2023-08-22,FL,consumer
868,2023-09-04,CA,consumer
869,2022-11-22,PA,consumer
870,2022-01-30,IL,consumer
