order_id,product_id,category,quantity,price
40,6241,books,2,27.97
40,9051,sports,1,203.99
40,4574,grocery,1,9.85
40,4250,home,1,202.03
41,6845,sports,1,297.07
41,7950,sports,2,372.02
41,8281,sports,2,237.61
41,4348,apparel,2,36.53
42,8281,apparel,1,123.06
42,8415,grocery,2,42.68
42,1878,electronics,3,536.69
42,4885,beauty,2,28.28
42,1559,apparel,1,91.65
43,8931,apparel,2,120.9
43,1770,home,3,191.11
43,2071,beauty,1,21.22
44,7978,electronics,1,458.74
44,1062,apparel,2,131.81
44,1326,apparel,3,50.17
44,8100,beauty,3,86.36
45,5043,sports,3,171.93
45,8649,beauty,3,75.51
46,6777,apparel,2,93.23
46,9968,beauty,1,29.25
46,3983,home,3,220.73
46,4995,sports,2,196.47
46,3407,electronics,3,558.97
47,1742,books,1,20.04
47,2268,apparel,1,11.5
47,6889,sports,1,372.25
48,5644,grocery,3,14.78
49,7536,grocery,2,30.65
49,4230,books,3,12.85
50,6340,books,3,21.28
51,6034,books,2,27.21
51,5789,apparel,1,94.66
51,1242,books,1,30.96
51,5749,apparel,1,42.07
51,2662,home,1,225.12
52,3248,toys,1,103.54
52,3387,home,2,122.94
52,6952,sports,3,24.48
52,6729,apparel,3,91.53
53,4049,apparel,2,80.99
53,9798,grocery,2,36.46
53,6813,electronics,1,51.1
53,8055,toys,3,96.42
53,8891,toys,1,115.51
54,5548,electronics,1,69.74
54,5865,electronics,2,290.57
55,8647,beauty,3,22.53
55,5149,apparel,1,138.16
56,8098,apparel,1,74.71
56,9522,beauty,1,69.47
57,1032,toys,2,111.65
57,5407,apparel,2,51.91
57,2643,electronics,3,759.21
57,8659,sports,3,291.64
58,6689,apparel,3,53.15
58,8057,toys,3,66.98
58,5249,toys,1,21.01
58,3196,electronics,2,131.51
58,2774,books,3,16.42
59,6490,home,1,103.01
59,7155,electronics,1,166.23
60,8924,electronics,2,295.49
60,2483,sports,2,38.86
60,2588,toys,1,45.21
61,6676,grocery,3,34.7
62,2385,grocery,2,28.69
62,5928,grocery,3,50.72
63,6309,home,2,240.4
64,4689,home,3,96.1
64,7548,home,2,27.35
65,8121,apparel,3,135.27
65,6894,electronics,3,625.26
65,8801,apparel,2,113.97
65,9375,electronics,2,716.11
65,3843,apparel,1,78.26
66,3308,beauty,3,11.97
66,9782,books,1,17.6
66,1350,home,2,106.66
66,8891,beauty,2,39.62
66,4433,grocery,3,32.68
67,1919,grocery,3,24.69
67,1657,grocery,1,5.1
67,7392,electronics,1,525.59
67,6442,grocery,1,27.68
68,9930,grocery,2,30.73
68,6071,grocery,3,27.71
68,2932,apparel,3,30.39
68,2236,home,2,258.99
68,7645,apparel,3,96.35
69,8906,beauty,3,68.44
69,6685,sports,2,96.85
70,3866,home,1,112.62
70,8268,electronics,1,279.38
70,5303,sports,3,86.55
70,7151,electronics,2,712.8
70,2707,electronics,2,142.1
71,9703,home,1,278.43
71,5507,electronics,2,398.59
72,2502,apparel,1,52.64
72,6893,sports,3,93.5
72,4990,home,3,148.95
72,7053,books,3,25.24
73,2677,electronics,3,259.59
74,9607,books,3,38.89
74,2180,electronics,3,451.92
74,3403,toys,3,96.03
75,9102,beauty,2,85.59
75,4369,grocery,1,23.71
75,3428,home,2,20.82
76,6018,apparel,2,108.38
76,6787,books,2,21.73
77,9803,home,3,188.3
77,3000,electronics,2,146.79
77,8275,books,1,12.92
77,1264,beauty,1,19.1
78,6633,grocery,3,21.41
78,6245,beauty,2,22.94
78,6954,apparel,3,20.05
79,1658,apparel,1,96.42
79,9250,apparel,2,79.42
79,7458,toys,2,95.59
80,6669,electronics,2,736.24
80,9169,apparel,3,144.15
81,7449,electronics,3,104.03
81,3527,beauty,2,38.64
82,1656,apparel,1,92.11
82,3512,home,3,284.32
82,1133,sports,3,133.54
82,4373,electronics,2,242.34
83,3409,grocery,3,5.49
83,8130,apparel,1,142.87
83,5431,electronics,3,82.14
83,6345,apparel,1,30.0
83,4615,apparel,2,80.94
84,2975,electronics,3,497.03
84,8626,apparel,2,79.59
84,9584,apparel,2,112.79
84,4908,beauty,3,77.58
84,5588,toys,1,31.91
85,9308,toys,3,76.69
85,2264,apparel,1,66.37
85,3266,toys,2,30.1
85,7022,electronics,3,88.84
86,8740,grocery,2,8.12
86,7846,grocery,1,42.14
86,2031,grocery,1,7.15
86,7620,books,2,6.72
86,4900,home,1,89.69
87,2528,electronics,1,764.88
87,3834,grocery,2,21.75
87,1756,grocery,2,57.48
87,2904,home,2,87.56
87,3567,apparel,1,68.23
88,3116,beauty,3,61.46
88,8149,electronics,3,149.98
88,5090,grocery,2,46.45
88,3191,grocery,2,30.93
89,4416,grocery,1,6.92
90,9011,apparel,2,123.87
90,4996,home,2,188.6
90,8147,grocery,1,44.33
90,4788,home,2,229.09
90,5359,apparel,3,16.03
91,3755,home,3,260.99
91,6607,apparel,1,124.05
91,1513,sports,3,196.21
91,8487,electronics,2,353.48
91,4390,home,3,144.88
92,3383,electronics,1,501.49
92,3498,apparel,1,29.45
92,5360,electronics,3,318.61
92,9255,home,1,226.82
92,2364,electronics,2,333.82
93,5758,home,3,176.41
93,3411,apparel,1,37.08
93,3218,books,2,16.04
93,8056,sports,3,123.12
94,3413,books,1,26.83
94,3118,sports,1,22.39
94,3873,sports,2,275.67
94,4405,books,1,12.2
94,1711,home,2,120.29
95,4715,toys,3,96.08
95,8868,beauty,1,44.57
95,3640,electronics,3,211.48
95,6003,electronics,3,668.82
96,1343,home,3,190.89
96,3173,apparel,3,33.98
97,9857,home,3,52.93
97,8664,apparel,2,39.18
97,4680,sports,2,200.83
97,8009,sports,1,249.59
97,8532,home,3,90.29
98,6998,books,1,18.17
98,3821,apparel,2,45.58
98,2139,apparel,3,45.95
99,5558,home,2,250.22
100,4934,apparel,2,48.66
100,2789,electronics,3,243.22
100,3911,apparel,2,11.35
100,8509,electronics,3,770.96
101,9454,sports,1,370.7
101,5515,apparel,1,51.18
101,7609,beauty,1,47.73
101,6534,apparel,2,48.34
102,2112,grocery,3,49.54
102,2758,home,1,27.64
102,4492,sports,2,256.75
102,9606,electronics,1,564.23
103,2510,grocery,1,44.73
103,7358,sports,2,236.26
104,6409,home,2,49.14
104,8186,apparel,2,92.99
105,9916,electronics,2,372.73
105,8708,grocery,1,47.82
106,5493,beauty,3,10.01
107,3148,toys,1,104.97
108,7197,sports,3,179.99
108,3572,toys,2,66.44
108,6208,electronics,3,189.04
108,7015,grocery,2,57.37
109,6962,sports,1,55.84
109,4077,electronics,3,670.48
109,6664,home,3,296.89
109,4294,home,3,293.64
110,2016,home,1,58.45
110,8508,books,3,8.99
111,1603,electronics,1,241.53
111,6285,electronics,3,64.23
111,7848,grocery,2,5.39
112,8677,home,1,27.79
112,7549,apparel,2,46.16
113,7137,electronics,2,122.86
113,3427,apparel,2,18.69
113,3727,beauty,2,29.49
113,5949,electronics,2,775.12
113,3377,beauty,1,14.31
114,5095,grocery,3,35.13
114,5167,home,2,104.17
114,9694,apparel,1,41.75
115,4670,apparel,1,32.51
115,9929,grocery,3,59.08
115,9038,apparel,2,51.96
115,3817,apparel,1,104.55
116,6448,apparel,1,33.96
116,8753,grocery,2,27.02
116,5050,grocery,2,41.97
116,9713,electronics,2,553.25
116,1609,electronics,2,454.41
117,8649,grocery,2,14.79
117,4692,electronics,1,764.2
117,8121,home,3,58.53
117,5751,beauty,1,67.92
118,8495,apparel,3,29.95
118,4872,sports,3,84.28
119,3023,sports,3,203.79
119,8855,apparel,1,63.22
119,4170,electronics,1,661.57
119,8357,electronics,3,550.24
119,6396,beauty,1,21.09
120,5282,apparel,1,22.64
120,1922,electronics,1,442.55
121,5177,beauty,1,43.61
122,7402,home,3,168.72
122,5027,beauty,2,32.62
122,6015,apparel,3,103.46
122,7339,electronics,2,271.92
123,5215,apparel,1,29.65
123,1571,home,3,64.31
123,1603,grocery,1,6.74
124,4875,electronics,1,592.76
124,4444,sports,2,340.13
124,4963,beauty,1,48.22
125,5569,home,1,54.57
125,2056,sports,2,364.33
125,8325,sports,3,21.45
125,5709,grocery,3,55.09
126,5402,grocery,3,39.8
126,1570,home,3,274.22
126,5625,home,1,68.57
127,2538,apparel,1,117.79
127,9046,beauty,1,34.64
128,1317,books,2,16.1
129,9043,electronics,2,647.12
129,5028,grocery,1,45.92
129,1801,electronics,2,675.82
129,3866,beauty,3,74.38
129,2491,home,2,259.49
130,9006,toys,2,70.95
130,9814,electronics,1,519.34
130,1001,electronics,3,184.93
130,6155,apparel,2,82.31
130,4111,home,3,232.89
131,5997,toys,1,111.86
131,4778,beauty,1,83.93
132,3164,books,2,13.27
133,7972,home,3,195.45
133,3209,grocery,2,37.51
134,3343,grocery,1,20.4
134,3126,home,2,252.43
134,1610,toys,1,93.53
135,2590,grocery,1,9.76
135,7395,grocery,2,15.81
135,5076,electronics,1,407.92
135,4082,electronics,1,208.52
136,9419,beauty,1,87.27
137,6634,electronics,3,454.08
138,3233,toys,3,117.11
138,9264,beauty,1,27.39
138,4887,home,1,187.93
138,9985,home,3,220.5
139,6983,home,3,246.76
139,1727,home,3,245.04
139,2297,home,3,83.52
140,3721,apparel,3,67.23
140,1546,toys,2,99.63
140,3518,beauty,2,18.7
140,8741,books,3,31.34
140,9143,electronics,3,123.18
141,8446,apparel,2,77.24
141,5161,home,3,20.53
142,3671,toys,2,62.93
142,5342,apparel,1,53.81
143,9602,sports,1,208.19
143,8325,electronics,1,461.57
143,6581,toys,3,80.14
144,6770,electronics,1,398.56
144,4084,electronics,2,497.01
144,4834,books,2,8.13
145,8565,grocery,3,17.26
145,7188,home,2,29.28
145,8602,apparel,1,54.07
145,4783,home,1,119.29
145,2141,electronics,2,256.51
146,7835,grocery,1,12.86
147,6461,electronics,1,436.06
148,1916,electronics,2,693.83
148,6157,apparel,2,62.31
148,9673,sports,1,299.43
148,7757,sports,1,340.48
148,1671,home,3,68.41
149,7304,apparel,2,138.11
150,2034,sports,3,127.2
150,8617,beauty,2,85.23
150,4781,toys,1,26.54
150,7819,electronics,1,455.01
150,3449,home,3,67.77
151,5724,books,1,26.23
151,5360,sports,3,214.27
151,4572,apparel,2,111.06
151,8850,beauty,1,53.71
151,2787,sports,3,271.81
152,2661,apparel,3,143.79
152,7328,toys,1,94.75
152,9925,grocery,1,37.1
153,4496,apparel,2,137.12
153,7362,grocery,3,47.65
153,5738,grocery,2,13.08
153,7486,grocery,2,41.9
154,2668,sports,3,344.55
154,1947,toys,2,23.84
154,2031,electronics,2,712.32
154,2328,beauty,1,65.4
154,8208,electronics,2,746.06
155,8850,grocery,3,55.3
155,2612,grocery,2,23.71
155,5134,beauty,2,11.44
156,9140,apparel,1,125.26
156,6531,toys,2,26.66
156,9260,home,2,272.2
156,4990,beauty,1,42.52
156,5840,sports,3,308.11
157,1887,toys,2,41.49
157,5487,apparel,3,80.79
157,7997,beauty,3,49.53
157,6737,books,3,6.45
158,3438,home,3,228.63
158,2893,sports,1,278.13
158,4715,sports,2,334.45
159,4384,home,1,233.22
160,3343,electronics,1,637.8
160,6150,sports,1,215.76
161,3664,electronics,1,678.64
161,3414,toys,3,102.95
161,6752,sports,3,300.68
161,9298,apparel,1,122.34
162,9830,grocery,3,9.93
163,3580,electronics,2,269.06
163,5227,apparel,1,142.66
163,5677,electronics,3,69.52
163,8156,apparel,3,67.73
163,6627,apparel,3,38.52
164,5031,apparel,1,65.42
164,6214,home,1,159.84
164,6227,grocery,2,46.34
164,5927,toys,3,30.95
164,3736,toys,3,49.54
165,8939,sports,1,375.45
165,6654,toys,2,74.37
165,1674,sports,2,181.57
165,2969,home,2,117.77
166,2469,toys,2,74.04
166,4265,electronics,1,546.73
166,1751,apparel,1,79.55
167,5878,sports,1,124.5
167,1657,apparel,2,37.71
167,2418,grocery,2,38.3
167,9197,sports,3,205.49
167,4255,home,2,170.75
168,6335,sports,3,257.56
169,7530,electronics,1,641.53
169,6701,grocery,1,31.73
169,6688,apparel,2,53.5
170,2666,grocery,3,52.98
170,6474,apparel,2,55.67
170,8459,toys,3,96.84
170,3388,home,3,266.68
171,3926,grocery,3,3.0
172,9973,electronics,2,744.36
172,7020,apparel,3,93.17
173,5961,toys,2,38.71
173,8210,electronics,1,611.64
174,8102,sports,3,255.38
174,4767,electronics,2,458.73
174,9522,electronics,3,790.21
174,5108,grocery,1,50.85
174,8814,sports,2,70.73
175,1074,apparel,2,113.03
175,9736,electronics,1,509.06
175,7809,books,2,35.25
176,8317,books,2,8.22
176,8267,home,3,278.58
177,3677,toys,1,113.73
177,2702,home,2,186.19
177,7540,grocery,1,43.12
178,9373,home,2,281.24
179,4793,home,3,266.74
179,7222,grocery,1,38.11
179,6349,sports,3,43.72
180,1828,electronics,1,290.55
180,5275,apparel,2,141.81
180,3148,beauty,1,84.15
180,7131,home,3,137.24
181,2132,apparel,2,140.35
181,6584,electronics,2,799.1
182,4028,grocery,1,44.94
183,1607,toys,3,109.5
183,6402,books,1,21.85
183,5585,electronics,2,149.34
183,2679,beauty,1,78.29
183,1219,toys,2,102.88
184,1131,apparel,2,15.38
184,2412,apparel,3,14.16
184,3561,home,2,195.71
185,6604,electronics,3,586.82
185,1407,sports,2,145.98
185,1676,sports,2,61.12
185,5508,books,1,26.7
185,6915,home,3,157.58
186,4637,sports,1,158.47
186,9276,books,3,23.42
186,7222,grocery,2,37.24
186,4728,toys,3,107.66
187,3303,home,2,195.22
188,5665,sports,3,164.77
188,1891,home,3,290.08
188,8279,books,1,15.73
188,5218,apparel,2,84.57
188,7885,home,1,226.09
189,6982,home,2,191.66
189,8838,grocery,3,38.87
189,5302,beauty,1,45.76
189,4306,beauty,2,10.05
190,5116,beauty,2,50.05
190,3343,beauty,1,48.47
191,9501,sports,2,36.79
191,7343,beauty,2,42.46
192,6776,apparel,3,84.51
193,5296,books,1,39.04
193,7479,toys,1,71.0
193,1997,grocery,3,10.18
194,7395,apparel,3,97.44
194,5641,grocery,2,25.36
194,2893,electronics,1,661.46
194,6843,electronics,2,364.69
194,1531,toys,1,44.62
195,1018,sports,2,81.93
195,1265,sports,3,362.86
195,4822,beauty,3,87.44
195,9478,electronics,1,757.75
195,7593,sports,2,77.46
196,4002,electronics,3,109.69
196,9165,sports,3,73.24
196,5513,apparel,3,131.92
196,8204,toys,3,55.82
196,5094,beauty,2,28.49
197,1628,apparel,3,71.67
197,4709,beauty,3,80.44
198,5681,beauty,3,42.91
198,9111,apparel,2,41.52
199,3495,beauty,1,44.86
199,6425,electronics,3,591.04
199,7158,grocery,2,43.86
199,2825,books,3,38.59
199,9338,sports,2,68.12
200,7892,electronics,3,281.97
201,1132,electronics,3,99.36
202,5371,grocery,3,6.9
202,4905,sports,1,363.28
203,4349,apparel,1,100.71
203,4509,home,1,287.47
203,6642,home,2,155.89
203,1618,grocery,1,3.8
204,9092,electronics,1,611.28
204,5381,grocery,3,33.32
204,6317,electronics,2,760.12
204,3493,electronics,3,378.41
204,8372,apparel,1,136.69
205,5057,home,3,192.76
205,8966,sports,2,119.94
206,2301,beauty,2,66.28
206,1310,apparel,1,105.52
207,2869,sports,2,314.11
207,5216,apparel,2,84.43
207,2914,home,3,259.71
207,7552,toys,1,114.59
208,7507,beauty,2,30.56
208,3512,electronics,2,683.91
208,2963,electronics,1,771.86
208,3906,electronics,1,257.11
209,4497,beauty,1,66.2
209,5049,beauty,3,78.22
209,5392,beauty,1,50.21
209,2497,home,3,74.76
210,5946,electronics,3,718.78
211,3407,books,2,25.0
211,3503,electronics,2,155.39
211,8063,sports,2,283.62
211,4381,electronics,3,208.58
212,8738,apparel,2,15.19
212,7609,toys,3,118.97
213,8599,home,3,65.05
213,4762,books,1,15.07
213,3160,sports,3,383.15
213,6364,home,3,126.68
214,7252,electronics,3,456.73
214,2607,beauty,1,47.66
214,5703,beauty,1,27.59
214,5629,home,2,168.96
215,2474,apparel,3,15.99
216,9672,beauty,2,64.3
216,7264,grocery,1,31.93
216,5819,books,2,18.8
216,8955,grocery,3,32.45
216,2425,home,2,177.94
217,6946,books,2,8.73
217,7700,apparel,2,71.82
217,1442,electronics,3,363.85
218,6169,home,3,270.51
218,3014,beauty,1,18.7
219,2647,sports,3,72.09
219,7284,apparel,1,124.03
220,9157,toys,3,98.9
220,2264,electronics,2,588.37
221,7873,grocery,2,43.07
222,1127,toys,1,13.62
222,4070,beauty,1,31.83
222,6387,home,2,248.3
223,3701,grocery,1,50.14
224,8901,grocery,1,31.7
224,4187,home,3,122.38
224,7211,electronics,3,82.79
224,5231,electronics,2,702.48
225,1276,home,3,291.75
225,1510,electronics,3,377.26
225,7249,books,2,18.6
225,8973,electronics,2,175.06
226,6691,electronics,1,753.8
226,3564,toys,3,32.88
226,8389,books,1,16.94
226,5077,toys,1,62.1
227,6498,apparel,1,13.2
228,6139,toys,2,107.43
229,9554,grocery,1,11.04
230,3844,beauty,2,69.85
230,4056,books,2,24.08
230,4197,toys,3,27.91
230,9204,beauty,3,75.63
231,8628,sports,2,324.23
231,6242,electronics,2,607.77
231,1495,toys,2,64.53
231,9726,apparel,3,79.64
232,1574,home,2,28.71
232,9385,sports,1,261.65
233,9933,apparel,1,73.22
234,8450,apparel,3,28.23
234,4133,sports,3,155.29
235,4182,home,3,151.21
236,4911,apparel,2,59.19
236,1062,apparel,1,25.76
236,3195,books,1,14.41
236,6181,grocery,1,35.41
236,1781,beauty,3,37.09
237,3601,beauty,1,64.47
237,4958,sports,3,104.48
237,3456,home,2,263.58
237,6375,apparel,2,92.77
237,3311,books,3,20.59
238,7287,beauty,3,25.6
238,7113,home,2,133.42
239,3076,sports,2,236.66
239,4601,toys,1,40.13
240,4235,beauty,1,23.51
241,8534,grocery,1,58.15
242,4559,sports,3,132.12
242,6572,grocery,3,14.79
242,6781,electronics,3,421.93
243,2582,grocery,2,19.01
243,6453,books,1,30.32
243,1142,electronics,3,580.1
244,3044,electronics,1,623.08
244,3800,home,2,167.77
244,6858,beauty,2,66.57
245,4857,sports,1,50.15
245,5806,electronics,2,448.48
246,7480,sports,3,335.54
247,6796,beauty,1,45.96
247,2830,sports,3,150.36
248,3834,sports,3,278.43
249,1139,home,2,124.9
249,3654,apparel,2,18.13
250,7331,apparel,3,11.05
250,2020,apparel,1,99.6
250,5455,electronics,2,218.41
250,4974,electronics,1,711.24
250,6147,sports,3,212.73
251,7487,toys,2,86.57
251,5128,grocery,1,20.98
251,7287,sports,2,317.71
252,3276,sports,3,155.01
253,7978,toys,3,31.12
253,2467,toys,2,104.19
253,9860,apparel,2,84.66
254,7595,sports,3,112.82
254,5388,beauty,2,44.06
255,1983,home,2,258.49
255,7526,sports,2,87.11
255,1984,electronics,2,568.56
255,1554,electronics,1,151.7
256,2998,books,2,19.88
256,2780,home,3,116.74
256,1768,beauty,1,41.37
256,3537,home,3,45.15
256,6544,books,3,23.84
257,1627,home,3,231.77
257,1218,apparel,2,24.2
257,7831,home,2,98.92
257,5342,grocery,2,59.52
258,9612,electronics,2,722.79
258,4141,grocery,3,22.71
258,4176,books,1,14.94
258,5833,sports,2,67.27
259,6175,toys,1,36.56
259,8810,home,1,114.28
259,6725,apparel,1,49.49
260,3262,electronics,3,177.59
260,2249,sports,2,264.94
261,6310,apparel,1,15.34
261,7558,toys,3,50.14
262,4923,books,2,26.89
262,2457,home,2,57.95
262,7066,electronics,2,428.63
262,8368,electronics,2,726.98
262,8827,electronics,3,388.32
263,9943,electronics,3,284.55
263,8269,electronics,2,427.03
264,5516,electronics,3,558.96
264,2269,grocery,2,13.38
264,6237,apparel,1,14.65
264,7576,sports,1,74.69
265,9269,apparel,3,136.48
265,8208,books,1,34.14
265,3187,electronics,2,132.09
265,4995,electronics,1,410.03
266,6311,beauty,3,12.42
266,4630,home,1,262.92
266,3609,home,1,125.42
266,5712,sports,2,259.63
266,3514,grocery,2,24.56
267,9457,electronics,1,446.09
267,6687,beauty,3,84.78
267,4142,electronics,1,218.02
267,9728,sports,1,257.51
268,3703,beauty,2,68.23
268,4549,grocery,2,13.92
268,2012,grocery,2,36.18
269,3884,electronics,1,263.13
269,9267,home,3,84.97
270,7289,sports,2,238.31
270,2506,apparel,3,96.2
271,5141,apparel,1,38.89
271,5900,grocery,1,36.75
271,4360,apparel,3,13.09
271,1919,apparel,1,149.41
271,4104,electronics,1,423.2
272,8992,toys,1,115.39
272,6642,apparel,3,79.02
272,1063,grocery,2,43.26
272,5810,books,1,35.08
273,7035,sports,3,121.98
274,9384,apparel,1,25.38
274,3292,apparel,2,58.55
274,8331,grocery,2,42.02
275,5029,sports,3,371.69
275,7560,electronics,2,494.73
275,2730,apparel,2,74.78
275,4987,electronics,3,649.59
276,6761,electronics,2,364.41
276,6499,sports,3,225.88
277,5800,home,3,238.89
277,4053,apparel,2,38.97
278,9855,electronics,3,180.58
278,2761,electronics,2,410.29
278,9350,apparel,3,95.08
278,1127,home,2,226.92
279,7070,apparel,1,135.47
280,8978,sports,1,51.75
280,5915,toys,2,86.13
281,7990,home,3,184.17
281,4525,home,2,40.83
281,2766,electronics,2,760.27
281,8649,electronics,3,96.13
281,5274,grocery,1,46.67
282,4927,grocery,3,41.92
282,1132,home,1,183.44
283,6758,beauty,1,51.04
283,6903,electronics,3,334.84
284,7417,electronics,3,360.1
284,3329,grocery,3,20.51
284,8981,beauty,1,71.1
285,1025,beauty,1,73.9
285,6230,electronics,1,737.63
286,7224,apparel,1,24.13
286,5587,apparel,1,40.3
286,1640,toys,3,86.42
287,1156,toys,1,48.83
288,5139,apparel,1,59.47
288,1440,grocery,3,36.18
288,6449,home,3,177.51
288,8691,home,1,94.77
289,4712,home,3,45.84
289,3983,toys,2,108.59
289,8681,electronics,2,653.84
289,2774,sports,3,157.23
289,3638,beauty,2,9.45
290,9524,grocery,2,21.7
290,1250,beauty,3,56.05
290,6707,apparel,1,79.2
291,4491,home,3,26.47
292,9660,beauty,1,41.14
292,7474,electronics,1,590.31
292,6050,electronics,2,526.72
293,6541,toys,2,42.21
293,8304,books,2,8.2
293,8914,apparel,1,55.1
294,3290,grocery,2,20.75
294,8080,beauty,2,69.71
294,3622,sports,2,251.02
294,5323,beauty,2,48.79
295,7617,books,2,31.51
295,9344,home,1,94.39
295,5663,apparel,3,33.34
295,1721,books,3,19.24
295,3339,apparel,2,22.9
296,9803,grocery,3,58.52
296,4161,home,2,140.12
296,3498,books,2,28.86
296,3650,grocery,3,30.91
296,6716,grocery,1,56.37
297,9564,sports,2,86.11
297,6918,books,2,11.17
298,4487,home,2,109.35
298,6199,sports,2,21.19
299,4336,sports,1,309.92
299,1822,toys,2,55.13
299,5066,sports,2,128.54
299,7982,grocery,1,26.81
300,9467,beauty,3,89.45
301,3551,home,3,265.18
302,1374,home,3,51.33
302,4444,home,3,72.72
302,1930,electronics,1,437.57
303,5807,beauty,1,40.17
303,6112,sports,3,101.48
303,6589,home,1,122.75
303,9221,sports,1,390.59
303,6081,electronics,1,284.0
304,6933,home,2,275.87
304,3260,sports,3,124.56
304,8841,apparel,2,93.0
304,7582,apparel,2,124.4
305,7513,home,3,93.57
305,7747,electronics,3,187.27
306,6089,toys,3,98.99
307,7856,sports,2,361.83
307,1662,sports,3,127.63
307,6845,electronics,1,392.15
307,2708,sports,2,167.47
308,2480,sports,1,124.24
308,5204,sports,3,176.68
308,4367,home,3,145.95
309,5198,home,3,281.62
309,8253,electronics,3,573.49
309,6359,beauty,1,85.04
310,2783,sports,1,142.41
311,8207,electronics,2,390.95
311,2675,home,2,291.65
311,6778,sports,1,38.3
311,5358,electronics,3,680.14
312,5455,electronics,2,661.21
313,3055,electronics,3,781.37
313,7741,beauty,2,14.84
313,2805,home,2,261.78
313,1154,grocery,1,59.81
313,3520,apparel,1,64.72
314,3453,electronics,3,324.42
314,1573,grocery,1,30.78
314,3484,books,2,19.73
315,7135,electronics,2,476.77
315,2738,apparel,2,95.69
315,7858,sports,3,263.76
316,5761,electronics,1,214.31
316,5727,sports,1,95.19
316,3000,toys,2,17.21
316,5723,sports,3,332.43
317,5180,home,3,249.55
317,7289,home,2,200.48
317,8430,books,3,26.51
317,1146,apparel,2,117.57
318,7763,toys,3,76.19
318,5235,grocery,1,40.52
319,6098,toys,1,57.59
320,4737,electronics,3,715.85
320,2734,grocery,3,37.82
320,3442,grocery,3,31.76
321,3757,grocery,3,54.87
321,6009,home,1,98.6
321,3334,electronics,2,410.01
322,8908,sports,2,151.84
